umls	mondo	parent
UMLS:C0023316	MONDO:0001271	lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C1864694	MONDO:0012412	classic complement early component deficiency,complement deficiency,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0157743	MONDO:0006618, MONDO:0007447	physical urticaria,urticaria,dermatitis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0206762	MONDO:0017427	disorder of development or morphogenesis,human disease,disease
UMLS:C3281201	MONDO:0007617, MONDO:0015452	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0018206	MONDO:0006036	endocrine gland neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0574080	MONDO:0012999	cerebral creatine deficiency syndrome,inborn disorder of amino acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0002938	MONDO:0700064	chromosomal disorder,human disease,disease
UMLS:C3850148		disease
UMLS:C0020479	MONDO:0018473	familial hyperlipidemia,inherited lipid metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C4014408	MONDO:0014356	mitochondrial complex III deficiency, nuclear type,mitochondrial complex III deficiency,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C0273115		disease
UMLS:C0018213	MONDO:0005364	toxic diffuse goiter,hyperthyroidism,thyroid gland disorder,endocrine system disorder,human disease,disease
UMLS:C4225218	MONDO:0031384, MONDO:0800045	autoinflammatory syndrome,syndromic disease,human disease,disease
UMLS:C0023794	MONDO:0019245	inherited lipid metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0024236	MONDO:0019297	lymphatic system disorder,lymphoid system disorder,immune system disorder,human disease,disease
UMLS:C0011991	MONDO:0001673	digestive system disorder,human disease,disease
UMLS:C0007138	MONDO:0006474	carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0007959	MONDO:0000902, MONDO:0012096, MONDO:0011085, MONDO:0011091, MONDO:0011113, MONDO:0013212, MONDO:0011527, MONDO:0011534, MONDO:0011633, MONDO:0011687, MONDO:0012231, MONDO:0012250, MONDO:0011894, MONDO:0011901, MONDO:0011902, MONDO:0011903, MONDO:0011916, MONDO:0014467, MONDO:0014566, MONDO:0014733, MONDO:0014735, MONDO:0014866, MONDO:0013338, MONDO:0013644, MONDO:0013753, MONDO:0013758, MONDO:0012640, MONDO:0007307, MONDO:0007308, MONDO:0007309, MONDO:0007311, MONDO:0013959, MONDO:0015626, MONDO:0014012, MONDO:0014074, MONDO:0014117, MONDO:0014154, MONDO:0010479, MONDO:0014208, MONDO:0010549, MONDO:0010689, MONDO:0010699	inherited neurodegenerative disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0024449	MONDO:0005757, MONDO:0016823	dermatomycosis,cutaneous mycosis,fungal infectious disease,infectious disease,human disease,disease
UMLS:C1832702	MONDO:0007216	syndromic disease,human disease,disease
UMLS:C1135745	MONDO:0018059	meningococcal infection,bacterial infectious disease,infectious disease,human disease,disease
UMLS:C4304725	MONDO:0020478	mitochondrial oxidative phosphorylation disorder,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C1719382	MONDO:0013928, MONDO:0014019, MONDO:0044870, MONDO:0100352, MONDO:0700089	focal dystonia,dystonic disorder,extrapyramidal and movement disease,movement disorder,nervous system disorder,human disease,disease
UMLS:C1708371	MONDO:0010771	inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C1842587		disease
UMLS:C1963943	MONDO:0000831	vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0751895	MONDO:0006812	cerebrovascular disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4748081	MONDO:0060752	Mendelian neurodevelopmental disorder,hereditary neurological disease,hereditary disease,human disease,disease
UMLS:C0265012	MONDO:0005160	aortic disorder,arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C3542024	MONDO:0013902	familial bicuspid aortic valve,aortic valve disorder,heart valve disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C1836923		disease
UMLS:C4022458		disease
UMLS:C0020429		disease
UMLS:C0028768	MONDO:0008114	anxiety disorder,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0018128		disease
UMLS:C0392005		disease
UMLS:C2931498	MONDO:0019181, MONDO:0010656	non-syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4551906	MONDO:0016575, MONDO:0009484	syndromic disease,human disease,disease
UMLS:C0011854	MONDO:0010862, MONDO:0010863, MONDO:0010864, MONDO:0010950, MONDO:0011016, MONDO:0011033, MONDO:0011068, MONDO:0011123, MONDO:0011167, MONDO:0011168, MONDO:0011302, MONDO:0011572, MONDO:0012422, MONDO:0005147, MONDO:0007454, MONDO:0012919, MONDO:0012920, MONDO:0012921, MONDO:0012961, MONDO:0013078, MONDO:0010861	diabetes mellitus, insulin-dependent, X-linked, susceptibility to,inherited disease susceptibility,disease susceptibility
UMLS:C1142166	MONDO:0011001, MONDO:0014621, MONDO:0015263	Brugada syndrome,heart conduction disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C1839546		disease
UMLS:C0003811	MONDO:0007263	heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0004114	MONDO:0021636, MONDO:0019781	glioma,neuroepithelial neoplasm,nervous system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0010606	MONDO:0003175, MONDO:0004971	salivary gland carcinoma,salivary gland cancer,oral cavity cancer,digestive system cancer,digestive system disorder,human disease,disease
UMLS:C4748777	MONDO:0032619	mitochondrial complex I deficiency, nuclear type,mitochondrial complex I deficiency,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C0265563		disease
UMLS:C2675718		disease
UMLS:C1855340		disease
UMLS:C0265265	MONDO:0012937	Diamond-Blackfan anemia,pure red-cell aplasia,anemia,hematologic disorder,human disease,disease
UMLS:C4748785	MONDO:0032621	mitochondrial complex I deficiency, nuclear type,mitochondrial complex I deficiency,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C0220701	MONDO:0008377, MONDO:0019200	retinitis pigmentosa,inherited retinal dystrophy,retinal degeneration,retinal disorder,nervous system disorder,human disease,disease
UMLS:C0040997	MONDO:0008599	central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4479476	MONDO:0044313	autosomal recessive non-syndromic intellectual disability,non-syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0005411	MONDO:0008867	cholestasis,bile duct disorder,biliary tract disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C0175709	MONDO:0002921, MONDO:0018947	congenital myopathy,myopathy,skeletal muscle disorder,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C2750452	MONDO:0013202	Waardenburg-Shah syndrome,Waardenburg syndrome,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0242488	MONDO:0015796	lung disorder,lower respiratory tract disorder,respiratory system disorder,human disease,disease
UMLS:C0018814		disease
UMLS:C0542519	MONDO:0018470	disorder of development or morphogenesis,human disease,disease
UMLS:C1866558	MONDO:0011120, MONDO:0018075	isolated spina bifida,spina bifida,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C5394553	MONDO:0030072	developmental and epileptic encephalopathy,epilepsy, idiopathic generalized,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0281267	MONDO:0003982	breast carcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C1849265		disease
UMLS:C1836199	MONDO:0012273	hearing loss, autosomal recessive,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0153415	MONDO:0007576	digestive system cancer,digestive system disorder,human disease,disease
UMLS:C0030421	MONDO:0000448	autonomic nervous system neoplasm,autonomic nervous system disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1135746	MONDO:0018059	meningococcal infection,bacterial infectious disease,infectious disease,human disease,disease
UMLS:C5244016	MONDO:0000456	inborn disorder of amino acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C4025901		disease
UMLS:C0376532	MONDO:0007295	childhood electroclinical syndrome,electroclinical syndrome,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0392439	MONDO:0013626	psoriasis,dermatitis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0342257		disease
UMLS:C4748455	MONDO:0032571	spondyloepimetaphyseal dysplasia,osteochondrodysplasia,bone development disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C2981140	MONDO:0020367	open-angle glaucoma,glaucoma,eye disorder,disorder of orbital region,human disease,disease
UMLS:C1840427	MONDO:0007758, MONDO:0968949	diffuse palmoplantar keratoderma,hereditary palmoplantar keratoderma,palmoplantar keratosis,keratosis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0031900	MONDO:0009869, MONDO:0014296, MONDO:0008490, MONDO:0013638, MONDO:0013641, MONDO:0010822	eye disorder,disorder of orbital region,human disease,disease
UMLS:C2875300	MONDO:0000902, MONDO:0012096, MONDO:0011085, MONDO:0011091, MONDO:0011113, MONDO:0013212, MONDO:0011527, MONDO:0011534, MONDO:0011633, MONDO:0011687, MONDO:0012231, MONDO:0012250, MONDO:0011894, MONDO:0011901, MONDO:0011902, MONDO:0011903, MONDO:0011916, MONDO:0014467, MONDO:0014566, MONDO:0014733, MONDO:0014735, MONDO:0014866, MONDO:0013338, MONDO:0013644, MONDO:0013753, MONDO:0013758, MONDO:0012640, MONDO:0007307, MONDO:0007308, MONDO:0007309, MONDO:0007311, MONDO:0013959, MONDO:0014012, MONDO:0014074, MONDO:0014117, MONDO:0014154, MONDO:0010479, MONDO:0014208, MONDO:0010549, MONDO:0010689, MONDO:0010699	inherited neurodegenerative disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0338715		disease
UMLS:C0158543	MONDO:0013130, MONDO:0012409, MONDO:0012604, MONDO:0013293, MONDO:0013377, MONDO:0022825, MONDO:0009631, MONDO:0014050	isolated microphthalmia,hereditary disease,human disease,disease
UMLS:C1334410	MONDO:0007959	cerebellar neoplasm,cerebellar disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0003868	MONDO:0005393	metabolic disease,human disease,disease
UMLS:C3501611	MONDO:0019181	non-syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4021727		disease
UMLS:C1859773	MONDO:0008799	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,multiple congenital anomalies/dysmorphic syndrome,developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C0024301	MONDO:0018906	neoplasm of mature B-cells,B-cell neoplasm,leukocyte disorder,immune system disorder,human disease,disease
UMLS:C4302671	MONDO:0013599	autoimmune disorder of endocrine system,endocrine system disorder,human disease,disease
UMLS:C0949690	MONDO:0001434, MONDO:0005095	spondylitis,inflammatory disease,human disease,disease
UMLS:C0339535	MONDO:0016293	night blindness,blindness (disorder),vision disorder,perceptual disorders,psychiatric disorder,human disease,disease
UMLS:C5680182	MONDO:0019497	hearing loss disorder,hearing disorder,auditory system disorder,human disease,disease
UMLS:C0038379	MONDO:0003432	ocular motility disease,cranial nerve neuropathy,nervous system disorder,human disease,disease
UMLS:C3549874	MONDO:0007984	syndromic disease,human disease,disease
UMLS:C0031090	MONDO:0002635	tooth disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0853897		disease
UMLS:C1721006	MONDO:0007758, MONDO:0968949	diffuse palmoplantar keratoderma,hereditary palmoplantar keratoderma,palmoplantar keratosis,keratosis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C3809665	MONDO:0014209	hereditary spastic paraplegia,paraplegia,palsy,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0001956	MONDO:0002046	substance abuse,substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C0002874	MONDO:0012197, MONDO:0015909	acquired aplastic anemia,aplastic anemia,anemia,hematologic disorder,human disease,disease
UMLS:C0153108	MONDO:0001249	chlamydia trachomatis infectious disease,commensal bacterial infectious disease,bacterial infectious disease,infectious disease,human disease,disease
UMLS:C0948216	MONDO:0002752	adenocarcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C2931258	MONDO:0008764, MONDO:0018998	Leber congenital amaurosis,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0376358	MONDO:0008315, MONDO:0023122	male reproductive organ cancer,reproductive system cancer,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
